 TANGGAL	MEMBER CODE	SERI SURAT BERHARGA	AIDNO	NAMA NASABAH	CUSTODY CODE	INVESTOR TYPE	STATUS REKENING	POSISI REKENING	NOMINAL
19/12/2019	SRBNINIDJA	PBS015	DPSWADHAR	DANA PENSIUN SWADHARMA INDOTAMA FINANCE	CR	PF	AC	+	471000000
19/12/2019	SRBNINIDJA	PBS015	PERTANI	DANA PENSIUN PERTANI	CR	PF	AC	+	1995000000
19/12/2019	SRBNINIDJA	PBS015	TEL-DP	DP. Telkom	CR	PF	AC	+	277099000000
19/12/2019	SRBNINIDJA	PBS016	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	800000000000
19/12/2019	SRBNINIDJA	PBS016	KAL-PRIM	DP KALTIM PRIMA COAL	CR	PF	AC	+	13000000000
19/12/2019	SRBNINIDJA	PBS016	BNISECURI	PT. BNI SECURITIES	CR	SC	AC	+	0
19/12/2019	SRBNINIDJA	PBS017	120179660003	PT-JASINDO 2	CR	IS	AC	+	10000000000
19/12/2019	SRBNINIDJA	PBS017	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	10500000000
19/12/2019	SRBNINIDJA	PBS017	180227230001	KPD MANULIFE S/A DP FREEPORT INDO	CR	PF	AC	+	8000000000
19/12/2019	SRBNINIDJA	PBS019	PERUM-SPU	PERUM JAMKRINDO	CR	CP	AC	+	35000000000
19/12/2019	SRBNINIDJA	PBS019	PT.BEI	PT BURSA EFEK INDONESIA	CR	CP	AC	+	770000000
19/12/2019	SRBNINIDJA	PBS019	120179660003	PT-JASINDO 2	CR	IS	AC	+	30000000000
19/12/2019	SRBNINIDJA	PBS019	170223630001	PT Asuransi Askrida Syariah	CR	IS	AC	+	21000000000
19/12/2019	SRBNINIDJA	PBS019	160208030001	REKSA DANA TERPROTEKSI ASANUSA SUPREME BOND INVESTMENT	CR	MF	AC	+	2350000000
19/12/2019	SRBNINIDJA	PBS019	170214630001	REKSA DANA TERPROTEKSI ASANUSA DYNAMIC PROTECTED FUND	CR	MF	AC	+	8350000000
19/12/2019	SRBNINIDJA	PBS019	170222820002	RD SYARIAH MAJORIS SUKUK NEGARA IND	CR	MF	AC	+	5000000000
19/12/2019	SRBNINIDJA	PBS019	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	1881798000000
19/12/2019	SRBNINIDJA	PBS019	DP.OTSUKA	DP PT OTSUKA INDONESIA	CR	PF	AC	+	2000000000
19/12/2019	SRBNINIDJA	PBS019	DPLK-BNI	DPLK Bank BNI	CR	PF	AC	+	8122000000
19/12/2019	SRBNINIDJA	PBS021	PT.BEI	PT BURSA EFEK INDONESIA	CR	CP	AC	+	42500000000
19/12/2019	SRBNINIDJA	PBS021	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	73171000000
19/12/2019	SRBNINIDJA	PBS021	180227230001	KPD MANULIFE S/A DP FREEPORT INDO	CR	PF	AC	+	12000000000
19/12/2019	SRBNINIDJA	PBS021	190234430001	DPLK BNI Paket Syariah	CR	PF	AC	+	15000000000
19/12/2019	SRBNINIDJA	PBS022	140194630001	REKSA DANA INSIGHT TUNAS BANGSA (I-NEXT G)	CR	MF	AC	+	1216000000
19/12/2019	SRBNINIDJA	PBS022	150198240001	REKSA DANA INSIGHT PLAN (I-PLAN)	CR	MF	AC	+	2500000000
19/12/2019	SRBNINIDJA	PBS022	180229030001	RD INSIGHT TUNAS BANGSA BALANCED FUND 2 (I-NEXT G 2)	CR	MF	AC	+	7295000000
19/12/2019	SRBNINIDJA	PBS022	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	28302000000
19/12/2019	SRBNINIDJA	PBS022	1100036914	DANA PENSIUN BANK PAPUA	CR	PF	AC	+	25000000000
19/12/2019	SRBNINIDJA	PBS022	BNI-DP-A	DP BNI	CR	PF	AC	+	19464000000
19/12/2019	SRBNINIDJA	PBS022	DPLK-BNI	DPLK Bank BNI	CR	PF	AC	+	100000000000
19/12/2019	SRBNINIDJA	PBS022	TEL-DP	DP. Telkom	CR	PF	AC	+	1115000000
19/12/2019	SRBNINIDJA	PBS026	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	300000000000
19/12/2019	SRBNINIDJA	PBS026	190237230001	DANA PENSIUN EVEREADY INDONESIA	CR	PF	AC	+	4687000000
19/12/2019	SRBNINIDJA	SR009	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	195000000000
19/12/2019	SRBNINIDJA	SR009	190237230001	DANA PENSIUN EVEREADY INDONESIA	CR	PF	AC	+	3500000000
19/12/2019	SRBNINIDJA	SR011	180228630001	DANA PENSIUN PELINDO PURNAKARYA	CR	PF	AC	+	4000000000
19/12/2019	SRBNINIDJA	VR0030	150199620001	REKSA DANA TERPROTEKSI EMCO IX	CR	MF	AC	+	148000000000
19/12/2019	SRBNINIDJA	VR0030	160212060001	REKSA DANA TERPROTEKSI TRIMEGAH TERPROTEKSI 2	CR	MF	AC	+	374000000000
19/12/2019	SRBNINIDJA	VR0030	170218630001	REKSADANA TERPROTEKSI PREMIER PROTEKSI XI	CR	MF	AC	+	436000000000
